	Reposo
Calibrando
Offset: 0
MEDIDAS OBTENIDAS RAW value
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,15,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,31,60,7,0,3,63,79,7,96,159,0,0,24,0,79,0,0,1,48,0,1,0,3,0,56,0,48,3,31,0,31,28,24,0,35,0,3,7,15,7,0,3,0,0,0,0,0,1,0,0,7,0,0,15,31,7,15,0,24,0,3,15,15,31,48,15,31,192,7,31,7,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,63,3,56,0,0,0,96,31,56,63,127,28,63,48,31,
3,7,31,1,15,30,24,0,7,0,28,7,63,0,63,7,31,0,48,39,48,48,96,35,56,28,60,30,79,56,60,31,31,31,30,60,60,63,63,63,0,63,62,31,63,63,79,56,63,62,192,63,63,56,63,3,48,0,60,62,62,48,30,60,30,127,1,112,60,62,15,99,112,96,79,127,97,63,96,112,124,143,79,192,63,96,63,79,15,96,63,96,48,63,63,71,62,112,127,99,127,120,112,63,79,97,79,124,112,96,63,96,71,63,60,63,60,63,0,63,31,79,31,63,56,71,31,71,63,79,112,0,96,96,96,63,127,96,120,96,79,192,96,62,60,31,60,96,63,63,
28,48,31,63,71,127,31,127,48,56,1,56,71,96,96,192,112,152,120,120,63,99,71,192,79,120,79,96,3,112,71,112,63,96,96,120,124,127,143,127,152,127,126,127,127,127,120,127,156,124,127,112,120,63,120,96,127,127,127,124,127,99,159,159,158,176,112,163,152,159,192,255,156,192,159,152,127,127,143,135,127,0,79,96,127,120,207,143,126,96,112,71,192,143,152,176,255,127,176,159,127,96,127,120,192,112,127,96,127,31,127,99,127,120,127,127,127,127,159,192,127,192,158,163,127,143,127,143,127,159,120,156,127,127,96,127,127,127,112,79,127,120,127,127,158,176,127,63,159,159,
192,124,224,192,192,192,316,176,192,192,224,252,176,199,199,112,63,63,127,127,192,192,176,156,224,127,143,192,224,192,199,248,224,192,192,192,163,176,176,255,192,176,192,143,120,176,159,192,159,176,192,195,195,207,224,199,224,192,207,207,207,192,192,207,195,192,192,192,192,127,176,159,199,193,193,192,199,120,199,193,207,248,240,224,224,224,192,284,192,199,192,192,63,207,127,199,112,199,192,192,159,192,176,224,152,199,192,248,192,192,192,255,248,207,176,255,192,192,192,192,152,192,176,192,192,159,193,176,195,224,255,199,252,224,240,192,192,224,224,224,248,195,227,193,199,127,207,193,195,176,
207,195,120,224,224,224,224,158,240,227,224,224,352,225,248,224,240,255,248,193,224,224,192,224,224,240,207,252,195,287,224,159,159,248,248,255,255,316,255,193,224,287,284,312,255,384,227,255,240,240,159,248,224,255,248,304,248,255,240,255,240,255,255,255,255,286,255,255,252,255,248,252,248,255,255,240,252,252,255,255,255,240,286,159,255,255,255,255,385,255,286,255,286,224,255,224,287,224,240,255,255,248,255,248,286,252,255,255,286,255,240,255,319,327,287,255,284,248,287,224,255,352,287,248,284,192,163,224,255,255,255,312,255,312,284,286,255,248,284,255,255,287,255,255,255,255,224,255,248,255,
227,255,254,280,255,287,255,286,163,312,287,304,287,352,304,319,286,295,384,287,255,284,295,224,284,255,287,284,327,284,304,312,352,316,319,318,319,312,319,319,335,312,344,399,352,335,415,284,316,327,319,387,344,316,316,255,192,287,384,255,319,384,353,384,335,327,316,318,319,316,319,327,316,295,312,295,255,312,255,316,319,335,318,335,224,344,319,319,335,451,352,384,319,384,335,319,255,319,304,287,304,319,319,319,316,335,319,384,318,384,352,391,319,352,384,352,327,408,327,318,319,318,295,335,287,255,287,225,287,335,304,387,384,384,304,316,384,384,352,399,312,384,352,319,316,319,319,255,318,312,
352,335,352,352,252,353,384,352,384,451,384,353,384,344,335,352,335,384,352,304,352,335,353,352,412,352,384,384,384,384,384,391,384,384,451,384,391,384,387,384,384,384,463,384,344,384,384,319,384,384,384,384,295,384,384,384,399,448,415,412,408,352,352,384,448,399,391,384,414,384,352,327,384,384,352,399,384,415,384,384,304,399,384,391,408,463,399,448,384,448,508,399,384,408,384,319,387,385,385,384,387,391,384,415,384,399,391,448,387,399,455,391,399,449,387,384,384,384,384,384,391,387,384,255,384,384,399,391,423,391,412,384,387,384,408,391,384,384,415,391,256,316,387,415,387,385,385,352,352,384,
312,412,448,415,448,448,448,448,415,455,527,448,415,451,399,384,414,399,408,399,448,448,412,448,399,415,448,448,399,448,480,451,480,455,449,481,448,448,515,463,414,448,448,480,414,419,414,414,319,448,384,448,423,483,399,463,448,480,412,455,451,463,463,481,449,449,448,448,448,463,463,480,414,384,448,480,391,408,496,463,415,319,448,496,451,481,574,480,504,448,448,408,504,414,448,448,483,448,448,448,472,415,472,448,480,449,519,423,480,496,463,448,463,448,527,415,455,448,463,384,455,419,496,451,513,455,504,463,496,451,483,463,480,448,504,449,480,455,448,399,449,451,480,448,463,451,448,419,480,480,
480,451,480,496,483,527,655,496,496,487,519,384,483,448,504,480,480,455,508,480,419,496,472,512,512,483,568,508,560,536,515,480,513,480,591,487,519,504,504,391,515,480,512,480,575,508,560,515,542,504,519,504,519,510,574,496,519,508,540,496,508,508,511,504,519,512,513,512,543,496,540,543,448,536,543,527,542,768,543,543,527,527,448,512,496,519,510,423,527,510,504,480,536,510,568,508,508,480,551,519,510,508,575,527,504,608,527,504,504,510,448,513,480,515,508,540,510,527,508,560,519,527,515,536,519,551,527,540,510,519,451,513,508,542,496,504,508,515,455,527,515,515,527,511,527,560,519,540,632,527,
543,551,536,624,504,540,519,519,472,540,511,527,504,560,540,575,542,568,519,574,591,540,551,655,543,608,632,591,560,540,480,632,568,568,510,527,415,519,551,542,560,591,560,575,551,575,575,575,568,543,575,568,560,543,572,568,519,543,551,575,575,575,575,591,504,575,591,591,636,512,604,611,591,575,608,574,551,572,560,508,575,560,572,527,600,574,575,583,608,543,527,575,604,575,668,575,624,608,632,543,575,551,670,568,496,543,513,512,572,543,560,543,572,575,515,543,624,670,632,608,608,575,560,575,575,575,575,560,560,575,572,574,511,572,543,568,568,591,575,600,480,591,600,611,575,768,591,638,575,604,
575,568,583,583,655,591,591,608,624,608,611,632,632,624,655,608,639,639,608,527,624,608,639,575,632,611,611,575,632,632,670,632,670,639,768,632,671,572,639,768,655,624,768,636,611,591,636,540,636,575,636,608,668,608,668,527,647,655,647,639,769,671,664,639,639,575,639,636,632,638,512,639,632,639,639,611,639,655,639,655,768,639,655,768,639,611,639,639,768,624,639,639,632,543,632,636,639,639,639,655,768,655,668,639,647,639,636,647,655,668,632,639,636,639,632,638,639,636,591,624,608,636,639,639,572,639,568,670,639,639,768,799,768,768,608,655,572,632,608,632,639,655,639,624,655,638,639,609,768,639,
624,668,639,768,632,671,670,655,572,670,639,768,664,768,768,768,768,768,768,768,768,768,768,768,512,768,768,768,639,768,639,512,768,768,655,768,664,768,768,768,768,896,768,768,768,768,608,768,668,768,768,768,671,768,636,768,639,768,512,768,768,824,768,768,768,768,768,768,768,647,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,655,768,655,768,512,768,670,768,611,768,768,768,768,768,768,768,768,768,775,768,655,768,768,655,639,768,608,768,768,768,768,768,768,768,768,768,768,768,775,768,768,771,768,671,768,768,768,768,655,768,632,572,655,768,655,768,796,768,768,768,768,
639,768,768,768,768,768,768,768,768,768,768,783,768,768,768,768,768,816,668,632,575,515,384,527,572,609,575,671,768,768,768,768,768,768,796,768,771,796,771,768,896,768,775,771,768,671,768,768,775,768,896,771,816,771,799,768,783,768,783,771,896,768,771,771,798,768,771,768,775,768,798,799,796,668,796,768,796,796,960,768,799,768,768,768,768,768,768,768,769,769,799,771,783,896,799,799,783,783,768,769,768,896,768,775,768,768,768,775,768,775,768,824,783,896,783,799,769,798,783,769,783,828,783,775,768,769,768,768,768,771,768,769,768,783,768,798,768,783,799,799,768,816,783,896,896,783,768,775,768,768,
799,796,816,896,796,896,896,896,828,896,896,824,896,899,828,799,960,824,799,824,896,768,896,796,896,896,911,824,896,896,896,824,896,896,896,896,896,824,896,824,828,768,896,783,896,828,896,828,896,768,896,896,896,896,960,896,896,896,896,768,816,828,896,824,896,896,896,896,828,896,896,896,896,896,896,896,799,960,896,896,816,816,768,896,896,783,896,960,896,896,799,899,768,824,896,896,896,911,896,896,824,896,771,896,816,896,896,896,896,896,768,896,896,896,896,963,828,896,816,824,768,799,783,799,796,896,799,824,896,824,796,896,896,896,896,911,896,896,896,896,824,896,824,896,896,896,824,799,768,896,
896,896,896,783,896,896,896,896,903,896,911,896,896,960,911,960,899,960,903,924,911,896,903,896,960,896,926,896,896,896,896,799,896,896,910,896,1016,897,960,896,911,896,896,896,896,896,960,896,896,896,911,896,896,911,896,911,960,896,896,975,896,896,896,896,816,896,896,896,896,960,896,960,896,910,896,911,896,896,896,926,896,896,896,896,896,897,896,896,897,960,896,920,896,960,896,911,897,1023,911,897,896,903,796,896,775,896,896,920,896,960,896,896,896,896,896,960,903,896,896,896,911,896,896,896,896,896,896,896,896,911,903,896,924,899,903,899,896,896,911,896,896,896,896,896,896,896,897,896,896,896,
MEDIDAS OBTENIDAS RAW value
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,31,31,48,0,24,63,97,79,163,56,96,0,28,0,3,0,0,0,0,0,0,0,3,0,7,0,24,0,15,0,35,3,56,71,30,15,56,3,0,0,0,64,0,0,3,0,0,0,0,0,0,0,0,0,15,31,56,15,63,28,30,0,31,48,30,7,24,28,3,3,0,31,0,0,0,15,0,28,0,3,15,0,0,31,0,63,63,28,3,0,48,15,15,96,15,48,7,39,28,96,0,0,0,0,0,3,0,0,0,0,0,
0,28,0,30,0,31,28,71,28,63,31,88,112,56,60,48,48,63,31,56,120,48,0,56,31,112,7,56,31,48,0,60,31,56,24,0,71,48,56,63,112,63,96,63,63,63,63,159,63,112,48,79,63,63,96,127,71,0,63,48,79,96,63,63,96,0,63,62,24,71,63,60,99,0,79,48,96,63,199,71,112,63,79,71,63,24,96,31,0,56,96,56,56,79,63,56,79,63,56,71,96,48,96,124,96,99,79,96,127,96,96,120,96,60,63,56,192,79,71,63,60,31,56,62,63,62,0,63,48,96,120,112,71,30,79,112,97,120,127,143,60,48,143,126,112,60,143,124,56,96,
60,63,63,96,112,112,96,99,0,112,96,96,120,192,112,127,120,124,199,99,96,112,120,96,99,63,127,71,99,99,112,96,96,127,126,112,124,112,120,124,127,96,127,143,127,156,127,127,199,112,143,176,163,96,127,112,248,112,71,112,120,176,112,63,152,63,15,112,124,120,192,126,63,96,127,120,224,156,96,120,176,124,159,192,156,127,159,127,143,124,96,71,124,112,99,124,79,120,63,112,127,159,112,152,15,192,124,143,127,143,127,192,143,159,255,143,120,159,127,62,99,120,127,120,156,143,127,127,120,127,127,159,120,156,120,192,127,127,127,192,120,158,158,143,97,127,88,248,71,56,
120,79,158,96,159,152,28,127,163,120,158,252,176,192,192,192,156,192,195,192,159,199,176,192,176,176,127,176,176,159,143,120,159,127,159,159,192,176,143,127,192,224,176,199,79,207,192,192,195,255,199,240,192,224,304,199,143,199,192,156,176,159,176,159,96,176,159,199,143,224,176,199,159,192,163,192,192,224,192,124,192,199,127,224,255,224,248,252,163,252,192,224,335,224,127,192,176,127,192,192,192,167,159,176,192,159,224,240,199,224,224,224,192,195,207,199,225,224,224,207,248,192,158,192,192,192,192,176,195,176,192,167,224,192,224,63,224,199,224,224,319,224,254,195,224,280,255,199,227,207,
