Reposo
Calibrando
Offset: 0
MEDIDAS OBTENIDAS RAW value
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,31,15,24,0,63,31,48,56,71,56,96,63,63,0,56,96,96,96,96,159,96,120,79,127,159,120,112,143,112,195,96,192,255,120,127,127,112,192,96,48,159,96,63,167,143,127,127,39,112,96,159,176,224,156,384,192,240,176,193,192,176,159,176,159,159,127,159,163,192,176,159,159,127,176,159,176,176,127,176,127,176,192,192,195,176,192,199,224,192,195,63,224,195,199,192,143,207,199,192,199,224,227,224,224,207,384,192,224,207,227,227,207,195,199,158,167,156,127,
252,192,224,255,255,240,312,252,255,199,316,312,284,248,352,255,252,252,255,304,286,287,287,255,195,255,284,287,15,255,304,255,304,319,384,319,319,0,352,352,319,384,335,384,312,344,327,335,319,384,319,352,319,352,312,384,344,335,335,280,327,319,352,344,319,352,327,327,384,391,384,384,255,384,385,384,387,352,391,384,399,391,543,415,408,384,391,415,384,384,384,384,319,387,335,352,352,391,384,384,384,387,384,399,384,384,384,419,384,415,385,448,448,399,408,391,384,384,384,387,448,384,319,384,384,448,384,387,384,384,352,385,384,385,384,287,384,384,399,384,408,384,419,412,415,412,414,423,391,399,
319,384,412,415,415,415,448,414,480,483,560,504,483,483,480,496,480,519,480,510,480,472,527,480,512,504,511,480,496,483,455,527,481,512,512,504,504,496,519,527,515,519,496,480,527,519,519,543,455,551,568,551,540,639,543,568,540,575,636,560,515,527,551,480,527,496,542,519,540,536,572,568,551,543,575,568,608,551,560,575,608,568,575,636,575,583,575,575,636,572,575,591,624,604,600,624,671,591,519,575,560,540,575,591,575,591,496,591,608,632,575,608,568,608,568,608,591,608,636,608,591,575,591,575,574,575,632,591,608,575,608,575,574,560,591,574,515,551,560,574,572,543,575,551,632,574,609,575,611,568,
615,632,608,671,636,768,632,639,768,639,639,639,655,768,647,655,611,670,575,639,632,670,639,639,768,639,768,768,768,768,768,768,768,768,768,768,768,768,668,671,768,768,768,799,768,768,768,768,768,768,768,783,768,768,768,768,768,768,768,768,768,768,768,768,768,768,799,768,799,771,768,768,771,816,768,769,783,771,768,768,768,783,768,771,768,775,768,768,768,771,768,768,769,768,768,775,798,775,783,768,799,783,783,796,769,783,775,768,896,911,896,799,799,768,896,783,828,768,828,768,798,768,824,771,768,799,768,775,783,799,783,775,799,799,768,796,799,816,783,896,799,896,783,816,896,799,783,816,796,775,
798,896,816,783,799,799,828,799,896,799,896,768,896,799,896,896,896,896,896,896,924,960,896,926,903,960,896,896,960,911,911,897,896,896,899,896,960,903,897,897,896,960,960,911,896,960,896,960,911,960,960,911,960,960,896,967,1022,911,963,896,967,960,967,960,1023,967,1022,960,963,1023,960,924,960,960,911,960,960,924,960,960,960,960,960,960,967,975,960,967,975,960,967,992,975,992,1023,992,995,975,975,992,960,967,1023,960,924,967,960,1023,960,960,960,992,896,967,960,1016,960,960,967,960,967,992,1023,992,974,993,967,975,1023,1023,992,960,960,1008,1023,960,1020,1020,975,960,960,960,967,967,960,960,992,960,975,960,
1008,1020,992,1023,910,1023,1016,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,960,896,783,768,896,896,799,896,824,799,896,960,896,960,896,960,903,1016,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,
1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,
